ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Unfurnished Strategic 4BR House at Johar Baru By Travelio Realty,house,,Jakarta Pusat,DKI Jakarta,Jakarta,-6.184406,106.85446,4,4,100.0,Unfurnished,8,,40000000,REALTY
Good Deal Unfurnished 3BR House at Puri Bintang Malaka By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.338364046101434,106.89426938773116,3,2,60.0,Unfurnished,6,,50000000,REALTY
Homey Unfurnished 3BR House at Puri Mansion Atlanta By Travelio Realty,house,,Kembangan,DKI Jakarta,Jakarta,-6.182486,106.727449,3,2,100.0,Unfurnished,6,5.0,60000000,REALTY
Spacious and Fancy 4BR Unfurnished House at De Palm Residence By Travelio Realty,house,,Pasar Rebo,DKI Jakarta,Jakarta,-6.317288,106.873395,4,3,170.0,Unfurnished,8,,60000000,REALTY
Strategic Unfurnished 6BR House at Tebet By Travelio Realty,house,,Tebet,DKI Jakarta,Jakarta,-6.2388437,106.8620273,6,3,175.0,Unfurnished,12,,65000000,REALTY
Homey Living 3BR House at Cluster Hawaii PIK 2 Tangerang By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.047678,106.691713,3,2,79.0,Full Furnished,4,,65000000,REALTY
Unfurnished 4BR House at PIK 2 Cluster East Florida By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.032352,106.636052,4,4,120.0,Unfurnished,7,,75000000,REALTY
Comfort 5BR House at Vasa Kebagusan By Travelio Realty,house,,Pasar Minggu,DKI Jakarta,Jakarta,-6.315447,106.828327,5,4,98.0,Full Furnished,10,,84000000,REALTY
Unfurnished 3BR House at Bangka Mampang Prapatan By Travelio Realty,house,,Kemang,DKI Jakarta,Jakarta,-6.245084930402949,106.81794844179767,3,3,124.0,Unfurnished,6,,87000000,REALTY
Furnished 4BR House at Perumahan Taman Modern By Travelio Realty,house,,Cakung,DKI Jakarta,Jakarta,-6.191307271512807,106.95460796356201,4,3,144.0,Full Furnished,8,,110000000,REALTY
Spacious 4BR House at Perumahan Primkopti By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.305399836928935,106.92129492759705,4,5,120.0,Full Furnished,8,,120000000,REALTY
Unfurnished 3BR House at Perikanan Tanjung Barat By Travelio Realty,house,,Tanjung Barat,DKI Jakarta,Jakarta,-6.301716,106.84229,3,2,100.0,Unfurnished,8,,120000000,REALTY
Comfort 4BR House at Melati Bakti By Travelio Realty,house,,Pondok Bambu,DKI Jakarta,Jakarta,-6.231104,106.899799,4,3,400.0,Full Furnished,8,,120000000,REALTY
Unfurnished Ruko 3 Lantai at La Riviera PIK By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.040587,106.685141,0,3,204.0,Unfurnished,6,,150000000,REALTY
Spacious and Elegant 5BR House at Perumahan Ancol Barat By Travelio Realty,house,,Ancol,DKI Jakarta,Jakarta,-6.126452452848995,106.82477563619614,5,5,550.0,Full Furnished,10,,300000000,REALTY
Unfurnished 1BR House at Pondok Ranggon By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.352423,106.913497,1,1,24.0,Unfurnished,2,,16800000,REALTY
Strategic 1BR Unfurnished House at Palmeriam Matraman By Travelio Realty,house,,Matraman,DKI Jakarta,Jakarta,-6.202406,106.859024,1,1,24.0,Unfurnished,2,,18000000,REALTY
Unfurnished 1BR at Pisangan Baru Matraman By Travelio Realty,house,,Matraman,DKI Jakarta,Jakarta,-6.211259,106.865493,1,1,35.0,Unfurnished,2,,18000000,REALTY
Affordable Unfurnished 1BR House at Hasan Cakung By Travelio Realty,house,,Cakung,DKI Jakarta,Jakarta,-6.214718,106.941111,1,1,27.0,Unfurnished,2,,18000000,REALTY
Unfurnished 1BR House at Bambu Hitam Cipayung By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.321563,106.901446,1,1,47.0,Unfurnished,3,,20000000,REALTY
Unfurnished 4BR House at Tanah Merdeka Cilincing By Travelio Realty,house,,Jakarta Utara,DKI Jakarta,Jakarta,-6.106318,106.920193,4,1,93.0,Unfurnished,9,,22000000,REALTY
Unfurnished 1BR House at Bakti Mulya Jakarta Timur By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.251788,106.879705,1,1,44.0,Unfurnished,2,,22000000,REALTY
Unfurnished 2BR House at Malaka 1 Cilincing By Travelio Realty,house,,Jakarta Utara,DKI Jakarta,Jakarta,-6.137113,106.956038,2,1,60.0,Unfurnished,4,,23000000,REALTY
Strategic 3BR House in Cilincing By Travelio Realty,house,,Jakarta Utara,DKI Jakarta,Jakarta,-6.116879,106.92753,3,3,108.0,Full Furnished,6,,24000000,REALTY
Good Deal 1BR Unfurnished House at Jagakarsa By Travelio Realty,house,,Tanjung Barat,DKI Jakarta,Jakarta,-6.298039,106.841564,1,1,50.0,Unfurnished,2,,24000000,REALTY
Unfurnished 2BR House at Belly Pekayon By Travelio Realty,house,,Pasar Rebo,DKI Jakarta,Jakarta,-6.332795,106.865617,2,2,100.0,Unfurnished,4,,24000000,REALTY
Unfurnished 2BR House at Aselih Jagakarsa By Travelio Realty,house,,Jagakarsa,DKI Jakarta,Jakarta,-6.350100472235172,106.79908955413919,2,1,30.0,Unfurnished,3,,24000000,REALTY
Unfurnished 2BR House at Jakarta Timur near Halim Perdana Kusuma By Travelio Realty,house,,Halim Perdanakusuma,DKI Jakarta,Jakarta,-6.266901014589053,106.87773081349185,2,2,90.0,Unfurnished,4,,25000000,REALTY
Unfurnished 2BR House at Kebagusan Wates By Travelio Realty,house,,Kebagusan,DKI Jakarta,Jakarta,-6.318912777233979,106.82515901400579,2,1,70.0,Unfurnished,4,,25000000,REALTY
Best Unfurnished 2BR House at The Lapan Puluh House By Travelio Realty,house,,Jakarta Selatan,DKI Jakarta,Jakarta,-6.346051819009568,106.81826591491699,2,1,56.0,Unfurnished,4,,26000000,REALTY
Unfurnished 2BR House at TB Simatupang Ciracas By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.307582,106.874546,2,1,66.0,Unfurnished,4,,27000000,REALTY
Unfurnished 1BR House at Kramat Sentiong By Travelio Realty,house,,Senen,DKI Jakarta,Jakarta,-6.185345,106.850137,1,1,50.0,Unfurnished,2,,27500000,REALTY
Unfurnished 1BR House at K.H. Ramli Selatan By Travelio Realty,house,,Tebet,DKI Jakarta,Jakarta,-6.230690710739471,106.8430612005552,1,1,25.0,Unfurnished,2,,30000000,REALTY
Unfurnished 2BR House at Kebon Baru 3 By Travelio Realty,house,,Tebet,DKI Jakarta,Jakarta,-6.235552,106.862418,2,1,50.0,Unfurnished,4,,30000000,REALTY
Strategic 2BR Unfurnished House at Menteng Atas By Travelio Realty,house,,Setiabudi,DKI Jakarta,Jakarta,-6.21898,106.841744,2,1,45.0,Unfurnished,4,,30000000,REALTY
Best Deal 2BR House at Skip Ujung Matraman By Travelio Realty,house,,Matraman,DKI Jakarta,Jakarta,-6.208888,106.8723788,2,1,90.0,Full Furnished,4,,30000000,REALTY
Cozy Living 3BR House at H. Amsir Cipinang By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.24113,106.894262,3,2,142.0,Full Furnished,6,,30000000,REALTY
Furnished 3BR House at Darrusalam Cipayung By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.338512,106.882104,3,2,140.0,Full Furnished,6,,30000000,REALTY
Furnished 1BR House at Siaga Swadaya Pejaten Barat By Travelio Realty,house,,Pasar Minggu,DKI Jakarta,Jakarta,-6.271311,106.836989,1,1,60.0,Full Furnished,2,,30000000,REALTY
Strategic Unfurnished 3BR House at H. Sulaiman Pesanggrahan By Travelio Realty,house,,Pesanggrahan,DKI Jakarta,Jakarta,-6.236256004150482,106.74506814799875,3,1,100.0,Unfurnished,6,,30000000,REALTY
Unfurnished 2BR House at Lagoa Koja By Travelio Realty,house,,Koja,DKI Jakarta,Jakarta,-6.110725,106.907559,2,1,88.0,Unfurnished,4,,30000000,REALTY
Unfurnished 1BR House at Dato Tonggara By Travelio Realty,house,,Kramat Jati,DKI Jakarta,Jakarta,-6.281881,106.87355,1,1,50.0,Unfurnished,2,,30000000,REALTY
Unfurnished 2BR House at Pangeran Jayakarta Dalam By Travelio Realty,house,,Mangga Dua,DKI Jakarta,Jakarta,-6.144982,106.826699,2,1,84.0,Unfurnished,6,,33000000,REALTY
Strategic 4BR Unfurnished House at Basuki Residence By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340526,106.906061,4,3,64.0,Unfurnished,8,,33000000,REALTY
Unfurnished 2BR House at Kp. Kandang Jagakarsa By Travelio Realty,house,,Jakarta Selatan,DKI Jakarta,Jakarta,-6.318059191522658,106.81023315794668,2,1,80.0,Unfurnished,3,,33000000,REALTY
Unfurnished 1BR House at Cenghay Jatinegara By Travelio Realty,house,,Jatinegara,DKI Jakarta,Jakarta,-6.220525191789709,106.87115805734219,1,1,55.0,Unfurnished,2,,33000000,REALTY
Unfurnished 2BR House at PIK 2 Cluster California By Travelio Realty,house,,Penjaringan,DKI Jakarta,Jakarta,-6.027737,106.636141,2,2,65.0,Unfurnished,4,,35000000,REALTY
Minimalist Unfurnished 2BR House at Cempaka Baru By Travelio Realty,house,,Kemayoran,DKI Jakarta,Jakarta,-6.169740294499416,106.86122533865911,2,2,60.0,Unfurnished,4,,35000000,REALTY
Unfurnished 3BR House at Nusa Indah Cipinang Asem By Travelio Realty,house,,Halim Perdanakusuma,DKI Jakarta,Jakarta,-6.257901,106.876522,3,1,75.0,Unfurnished,6,,35000000,REALTY
Cozy Unfurnished 2BR House at Jl. Raya Setu Cipayung By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.317518871277444,106.91120297809671,2,1,84.0,Unfurnished,4,,35000000,REALTY
Unfurnished 2BR House at Ceger Cipayung Jakarta By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.314267,106.891583,2,1,70.0,Unfurnished,4,,35000000,REALTY
Furnished 2BR House at Pelita Kramat Jati By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.2908341,106.8607393,2,3,80.0,Full Furnished,4,,35000000,REALTY
3BR Unfurnished House at Pasar Rebo By Travelio Realty,house,,Pasar Rebo,DKI Jakarta,Jakarta,-6.346365,106.866123,3,3,250.0,Unfurnished,6,,35000000,REALTY
Furnished 2BR House at Nyaman Ciracas By Travelio Realty,house,,Ciracas,DKI Jakarta,Jakarta,-6.325313,106.874285,2,1,200.0,Full Furnished,4,,35000000,REALTY
Best Deal Unfurnished 3BR House at Utama Selatan By Travelio Realty,house,,Cengkareng,DKI Jakarta,Jakarta,-6.150464,106.725306,3,4,105.0,Unfurnished,6,,36000000,REALTY
Best Deal Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,40.0,Unfurnished,4,,36000000,REALTY
Comfy Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.330697,106.906295,2,1,40.0,Unfurnished,4,,36000000,REALTY
Good Deal Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,40.0,Unfurnished,4,,36000000,REALTY
Best Choice Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,40.0,Unfurnished,4,,36000000,REALTY
Vibrant Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,40.0,Unfurnished,4,,36000000,REALTY
Minimalist Unfurnished 2BR House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,40.0,Unfurnished,4,,36000000,REALTY
Furnished 2BR House at Perumahan Setu Indah By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.31804,106.915127,2,1,60.0,Full Furnished,4,,36000000,REALTY
Comfy Unfurnished 3BR House at Kavling Bukit Asri By Travelio Realty,house,,Cibubur,DKI Jakarta,Jakarta,-6.363498,106.880691,3,3,200.0,Unfurnished,6,,36000000,REALTY
Comfy 2BR Unfurnished House at Puri Mulyo Asri By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.340916,106.90936,2,1,50.0,Unfurnished,4,,37000000,REALTY
Unfurnished 2BR House at  Mampang Prapatan By Travelio Realty,house,,Mampang Prapatan,DKI Jakarta,Jakarta,-6.2513098,106.8282844,2,1,112.0,Unfurnished,4,,37500000,REALTY
Unfurnished 1BR House at Kramat Pulo Gundul Kemayoran By Travelio Realty,house,,Kemayoran,DKI Jakarta,Jakarta,-6.184186,106.849576,1,1,28.0,Unfurnished,2,,37719000,REALTY
Best Deal and Strategic 4BR House at Tangki Wood West Jakarta By Travelio Realty,house,,Jakarta Barat,DKI Jakarta,Jakarta,-6.146246081707804,106.8212550777941,4,1,100.0,Full Furnished,8,,38000000,REALTY
Unfurnished 1BR House at Jati Padang By Travelio Realty,house,,Jakarta Selatan,DKI Jakarta,Jakarta,-6.290278,106.827284,1,1,60.0,Unfurnished,4,,38000000,REALTY
Unfurnished 2BR House at Green Royal Condo House By Travelio Realty,house,,Kalideres,DKI Jakarta,Jakarta,-6.17214,106.704172,2,1,47.8,Unfurnished,4,,38000000,REALTY
Comfy Unfurnished 2BR at Green Royal Condo House By Travelio Realty,house,,Kalideres,DKI Jakarta,Jakarta,-6.17214,106.704172,2,1,47.8,Unfurnished,4,,38000000,REALTY
Best Choice 2BR House at Green View Marapu II By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.330663,106.891929,2,2,100.0,Full Furnished,4,,38772000,REALTY
Unfurnished 3BR House at Yusuf Rawa Belong By Travelio Realty,house,,Kebon Jeruk,DKI Jakarta,Jakarta,-6.2059727,106.7796945,3,2,90.0,Unfurnished,6,,40000000,REALTY
Comfy Unfurnished 2BR House at Jakarta Garden City By Travelio Realty,house,,Cakung,DKI Jakarta,Jakarta,-6.158812,106.968937,2,2,158.0,Unfurnished,4,,40000000,REALTY
Furnished 2BR House at Kebembem Jagakarsa By Travelio Realty,house,,Jagakarsa,DKI Jakarta,Jakarta,-6.33667,106.821314,2,1,37.0,Full Furnished,4,,40000000,REALTY
Comfy 4BR House at Kramat Jati By Travelio Realty,house,,Kramat Jati,DKI Jakarta,Jakarta,-6.290956,106.861559,4,2,150.0,Full Furnished,8,,40000000,REALTY
Minimalist Unfurnished 2BR House at Cluster Hawaii PIK 2 By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.047539701354005,106.69178820169886,2,2,60.0,Unfurnished,4,,40000000,REALTY
3BR Unfurnished House at Serdang Raya By Travelio Realty,house,,Kemayoran,DKI Jakarta,Jakarta,-6.163348,106.861563,4,3,135.0,Unfurnished,6,,42000000,REALTY
Nice and Cozy 3BR House at Puri Mutiara Cipayung By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.345109,106.911661,3,4,185.0,Full Furnished,6,,42000000,REALTY
Unfurnished 3BR House at Belibis VII By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.29084643231602,106.86732862890503,3,2,192.0,Unfurnished,6,,42000000,REALTY
Unfurnished 3BR House at Tanjung Duren Selatan By Travelio Realty,house,,Tanjung Duren Selatan,DKI Jakarta,Jakarta,-6.176263,106.786042,3,2,142.5,Unfurnished,6,,42000000,REALTY
Unfurnished 2BR House at Srengseng Sawah Jagakarsa By Travelio Realty,house,,Jagakarsa,DKI Jakarta,Jakarta,-6.350363,106.813941,2,2,50.0,Unfurnished,4,,42000000,REALTY
Strategic 4BR Unfurnished House at Kelapa Gading Timur By Travelio Realty,house,,Kelapa Gading,DKI Jakarta,Jakarta,-6.167489,106.902474,4,1,72.0,Unfurnished,8,,43000000,REALTY
Unfurnished 3BR House at Green Village 5 By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.318291,106.891952,3,3,72.0,Unfurnished,6,,43000000,REALTY
Furnished 2BR House at Mahakam Residence 1 By Travelio Realty,house,,Jagakarsa,DKI Jakarta,Jakarta,-6.325597,106.831052,2,1,54.0,Full Furnished,4,,44000000,REALTY
Cozy 3BR Unfurnished House at Kompleks PT. HII Kelapa Gading By Travelio Realty,house,,Kelapa Gading,DKI Jakarta,Jakarta,-6.177536898117131,106.90479423951142,3,2,82.0,Unfurnished,6,,45000000,REALTY
Simply Unfurnished 3BR House at Kemayoran Jakarta By Travelio Realty,house,,Kemayoran,DKI Jakarta,Jakarta,-6.164612,106.869654,3,2,62.5,Unfurnished,6,,45000000,REALTY
Spacious 4BR House at Pondok Labu Cilandak By Travelio Realty,house,,Cilandak,DKI Jakarta,Jakarta,-6.306383,106.798692,4,2,180.0,Full Furnished,8,,45000000,REALTY
Unfurnished 3BR House at Taman Kebon Jeruk Intercon By Travelio Realty,house,,Jakarta Barat,DKI Jakarta,Jakarta,-6.198905,106.747309,3,2,90.0,Unfurnished,6,,45000000,REALTY
Comfy Unfurnished 5BR House at Klender Duren Sawit By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.217384,106.910239,5,2,40.0,Unfurnished,10,,45000000,REALTY
Spacious 5BR House at Cipayung By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.346793,106.898856,5,2,350.0,Full Furnished,10,,45000000,REALTY
Unfurnished 3BR House at Pulo Gebang Permai By Travelio Realty,house,,Pulo Gebang,DKI Jakarta,Jakarta,-6.196506,106.954912,3,3,110.0,Unfurnished,5,,45000000,REALTY
Best Choice Unfurnished 3BR House at Gunuk Raya By Travelio Realty,house,,Pasar Minggu,DKI Jakarta,Jakarta,-6.297634,106.848918,3,2,90.0,Unfurnished,6,,45000000,REALTY
Spacious and Strategic Unfurnished 7BR House at Pulo Gadung By Travelio Realty,house,,Pulo Gadung,DKI Jakarta,Jakarta,-6.190449,106.893773,7,3,135.0,Unfurnished,14,,45000000,REALTY
Modern 2BR Unfurnished House at Cluster Hawaii Paradise PIK 2 By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.047678,106.691713,2,2,62.0,Unfurnished,4,,45000000,REALTY
Unfurnished 2BR House at PIK 2 Cluster San Antonio By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.064537380261284,106.69529140169887,2,2,45.0,Unfurnished,4,,45000000,REALTY
Strategic and Nice 3BR House at Cluster Hawaii PIK 2 By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.047678,106.691713,3,2,120.0,Unfurnished,6,,45000000,REALTY
Modern Unfurnished 2BR House at Cluster Virginia PIK 2 By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.064251625242021,106.68724000453949,2,2,55.0,Unfurnished,4,,45000000,REALTY
Strategic Unfurnished 2BR House at PIK 2 Cluster San Antonio By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.093488,106.739578,2,2,55.0,Unfurnished,4,,45000000,REALTY
Best Choice Unfurnished 3BR House at Cempaka Ujung Cibubur By Travelio Realty,house,,Cibubur,DKI Jakarta,Jakarta,-6.353704,106.877013,3,3,160.0,Unfurnished,5,,45500000,REALTY
Unfurnished 3BR House at Batu Ampar Condet By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.279706,106.863495,3,2,120.0,Unfurnished,6,,46000000,REALTY
Homey Unfurnished 2BR House at Pramuka Sari III By Travelio Realty,house,,Cempaka Putih,DKI Jakarta,Jakarta,-6.190372,106.866742,2,1,65.0,Unfurnished,4,,48000000,REALTY
Unfurnished 5BR House at Cempaka Baru By Travelio Realty,house,,Kemayoran,DKI Jakarta,Jakarta,-6.17016,106.860913,5,3,180.0,Unfurnished,10,,50000000,REALTY
Unfurnished 3BR House at Grogol Petamburan By Travelio Realty,house,,Grogol,DKI Jakarta,Jakarta,-6.162001,106.790957,3,2,120.0,Unfurnished,6,,50000000,REALTY
Best Deal 3BR Unfurnished House at Green Garden By Travelio Realty,house,,Jakarta Barat,DKI Jakarta,Jakarta,-6.166979,106.759576,3,2,95.0,Unfurnished,6,,50000000,REALTY
Strategic Unfurnished 3BR House at Duren Sawit Baru By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.231391,106.915658,3,2,72.0,Unfurnished,6,,50000000,REALTY
Unfurnished 4BR House at Jatinegara By Travelio Realty,house,,Jakarta Timur,DKI Jakarta,Jakarta,-6.217086,106.864094,4,5,150.0,Unfurnished,8,,50000000,REALTY
Strategic and Unfurnished 2BR House at Sawah Besar By Travelio Realty,house,,Jakarta Pusat,DKI Jakarta,Jakarta,-6.155827928465231,106.83350535581944,2,1,100.0,Unfurnished,4,,50000000,REALTY
Unfurnished 4BR House at H. Ismail Cakung By Travelio Realty,house,,Cakung,DKI Jakarta,Jakarta,-6.203105,106.906142,4,4,100.0,Unfurnished,10,,50000000,REALTY
4BR Unfurnished House at Royal Residence By Travelio Realty,house,,Cakung,DKI Jakarta,Jakarta,-6.194262,106.960984,4,3,150.0,Unfurnished,8,,50000000,REALTY
Strategic Unfurnished 3BR House at Ampera II Pasar Minggu By Travelio Realty,house,,Pasar Minggu,DKI Jakarta,Jakarta,-6.285294234602671,106.81981216199937,3,3,75.0,Unfurnished,6,,50000000,REALTY
Modern Unfurnished 2BR House at Palm Blossom By Travelio Realty,house,,Kalideres,DKI Jakarta,Jakarta,-6.130511,106.69727,2,2,86.0,Unfurnished,4,,50000000,REALTY
Furnished 2BR House at Citra Garden Puri By Travelio Realty,house,,Kalideres,DKI Jakarta,Jakarta,-6.173538,106.700766,2,2,53.0,Full Furnished,4,,50000000,REALTY
Comfy Unfurnished 4BR House at Dukuh Permai Residence By Travelio Realty,house,,Pasar Rebo,DKI Jakarta,Jakarta,-6.302938,106.878637,4,3,140.0,Unfurnished,6,,50000000,REALTY
Unfurnished 4BR House at Arabika 2 Pondok Kopi By Travelio Realty,house,,Duren Sawit,DKI Jakarta,Jakarta,-6.228274,106.944887,4,2,135.0,Unfurnished,10,,50000000,REALTY
Cozy Living Unfurnished 3BR House at PIK 2 Cluster Hawaii By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.061687,106.685609,3,2,60.0,Unfurnished,6,,50000000,REALTY
Unfurnished 2BR House at Cluster Cleveland PIK 2 By Travelio Realty,house,,PIK 2,DKI Jakarta,Jakarta,-6.062896,106.689128,2,2,79.0,Unfurnished,4,,50000000,REALTY
